song,stem,snr,target_dbrms,est_dbrms,dbdiff,variant,inference_mode,is_frozen,is_balanced,is_augmented,query_same
3c557409-3a34-43c2-9159-5421bbad5ecb,background_vocals,-0.7860744525843597,-44.09064292907715,-47.698199984803686,-3.607557055726538,ev-d-pre,inference-d,N,N,N,diff.
28748b6e-6125-42f7-998d-2ad734e39b6c,lead_female_singer,6.114533045756193,-31.15036964416504,-32.491520119252975,-1.341150475087936,ev-d-pre,inference-d,N,N,N,diff.
28748b6e-6125-42f7-998d-2ad734e39b6c,bass_guitar,11.490715354889875,-23.470730781555176,-23.43109309579857,0.0396376857566096,ev-d-pre,inference-d,N,N,N,diff.
28748b6e-6125-42f7-998d-2ad734e39b6c,drums,8.946790766505352,-26.323750019073486,-27.01888796180331,-0.6951379427298221,ev-d-pre,inference-d,N,N,N,diff.
28748b6e-6125-42f7-998d-2ad734e39b6c,bass_synthesizer,-7.696465650678191,-30.875158309936523,-23.64532128171348,7.229837028223045,ev-d-pre,inference-d,N,N,N,diff.
28748b6e-6125-42f7-998d-2ad734e39b6c,fx,1.0555360713608218e-06,-38.189616203308105,-119.44157259598232,-81.2519563926742,ev-d-pre,inference-d,N,N,N,diff.
28748b6e-6125-42f7-998d-2ad734e39b6c,synth_pad,-3.844921691652455,-48.3446741104126,-44.59968318802082,3.7449909223917786,ev-d-pre,inference-d,N,N,N,diff.
1a32e987-cae8-458f-9c26-d9a6abf5348d,bass_guitar,8.026247582563814,-33.08798551559448,-33.47938225021953,-0.3913967346250473,ev-d-pre,inference-d,N,N,N,diff.
1a32e987-cae8-458f-9c26-d9a6abf5348d,drums,12.158527492874002,-29.37984943389893,-29.63027627379688,-0.2504268398979548,ev-d-pre,inference-d,N,N,N,diff.
1a32e987-cae8-458f-9c26-d9a6abf5348d,acoustic_guitar,3.8636415924188254,-33.224687576293945,-36.604873197088,-3.380185620794052,ev-d-pre,inference-d,N,N,N,diff.
1a32e987-cae8-458f-9c26-d9a6abf5348d,lead_male_singer,11.292839542404952,-32.74588108062744,-33.01566281882558,-0.2697817381981409,ev-d-pre,inference-d,N,N,N,diff.
1a32e987-cae8-458f-9c26-d9a6abf5348d,grand_piano,2.5602601835388565,-38.61953496932984,-42.00091486680351,-3.3813798974736784,ev-d-pre,inference-d,N,N,N,diff.
0d528a19-cb0f-4421-b250-444f9343e51c,distorted_electric_guitar,3.9615224155169138,-28.412909507751465,-30.30323290824913,-1.8903234004976677,ev-d-pre,inference-d,N,N,N,diff.
0d528a19-cb0f-4421-b250-444f9343e51c,bass_guitar,12.714973425391198,-26.186974048614506,-26.38634940661209,-0.1993753579975923,ev-d-pre,inference-d,N,N,N,diff.
0d528a19-cb0f-4421-b250-444f9343e51c,drums,9.724455771818391,-25.34866571426392,-26.08045379921186,-0.7317880849479437,ev-d-pre,inference-d,N,N,N,diff.
0d528a19-cb0f-4421-b250-444f9343e51c,lead_male_singer,9.142205693185613,-24.685583114624023,-25.339142630039756,-0.6535595154157292,ev-d-pre,inference-d,N,N,N,diff.
0d528a19-cb0f-4421-b250-444f9343e51c,clean_electric_guitar,4.880078421216323,-44.8241138458252,-48.93640022075122,-4.112286374926029,ev-d-pre,inference-d,N,N,N,diff.
0d528a19-cb0f-4421-b250-444f9343e51c,background_vocals,2.125093345693032,-37.46054649353027,-41.87152837806796,-4.410981884537684,ev-d-pre,inference-d,N,N,N,diff.
215391aa-1168-42dd-9cab-f8b0c6ff566b,bass_guitar,5.179193065646058,-30.52321434020996,-31.40179732271253,-0.8785829825025679,ev-d-pre,inference-d,N,N,N,diff.
215391aa-1168-42dd-9cab-f8b0c6ff566b,drums,7.501229241614035,-27.773141860961918,-28.356447070369217,-0.5833052094073032,ev-d-pre,inference-d,N,N,N,diff.
215391aa-1168-42dd-9cab-f8b0c6ff566b,lead_male_singer,6.555996515447273,-31.54471635818481,-33.27436669846853,-1.729650340283719,ev-d-pre,inference-d,N,N,N,diff.
215391aa-1168-42dd-9cab-f8b0c6ff566b,clean_electric_guitar,2.7362049474283845,-34.54185247421265,-33.672838492735465,0.8690139814771811,ev-d-pre,inference-d,N,N,N,diff.
215391aa-1168-42dd-9cab-f8b0c6ff566b,synth_lead,1.1890701781013713,-37.243735790252686,-48.89397981222452,-11.650244021971837,ev-d-pre,inference-d,N,N,N,diff.
606e3380-b062-4b74-88ac-b60d6f4d0a37,bass_guitar,11.678912078741002,-26.366407871246334,-26.489987706868035,-0.1235798356216975,ev-d-pre,inference-d,N,N,N,diff.
606e3380-b062-4b74-88ac-b60d6f4d0a37,drums,4.46999881980359,-34.25991535186768,-36.14458394728147,-1.8846685954137925,ev-d-pre,inference-d,N,N,N,diff.
606e3380-b062-4b74-88ac-b60d6f4d0a37,acoustic_guitar,2.5384990833618133,-31.8970251083374,-38.62926685882773,-6.732241750490324,ev-d-pre,inference-d,N,N,N,diff.
606e3380-b062-4b74-88ac-b60d6f4d0a37,lead_male_singer,12.15164214655946,-30.06843090057373,-30.26324075822542,-0.1948098576516912,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,distorted_electric_guitar,1.814604974364074,-35.41315317153931,-36.97456562312294,-1.5614124515836352,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,lead_female_singer,5.4677532465242615,-30.5071234703064,-30.93472627854514,-0.4276028082387419,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,bass_guitar,9.131843705770128,-23.57501745223999,-23.4372666613878,0.1377507908521913,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,drums,6.309619854342474,-26.27569913864136,-27.56252976591391,-1.286830627272554,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,bass_synthesizer,-0.5089432650596696,-36.250154972076416,-40.727730261699726,-4.47757528962331,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,background_vocals,0.497600797172363,-36.93033695220947,-38.71604686760775,-1.7857099153982787,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,synth_lead,-0.9081546816826744,-41.73103332519531,-44.98194492257348,-3.2509115973781637,ev-d-pre,inference-d,N,N,N,diff.
5640831d-7853-4d06-8166-988e2844b652,organ_electric_organ,1.0547495640513234,-36.57423257827759,-44.41924832988629,-7.845015751608699,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,bass_guitar,7.248875950019218,-36.94764137268066,-37.06667431962647,-0.1190329469458078,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,drums,8.406999523711288,-31.174321174621586,-32.14326154376185,-0.9689403691402704,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,string_section,0.3134157124176426,-37.630112171173096,-50.21950084447355,-12.589388673300457,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,acoustic_guitar,-0.6000886185695798,-42.193660736083984,-45.93666598193734,-3.743005245853354,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,lead_male_singer,7.968186400551901,-28.699212074279785,-29.366415078175063,-0.6672030038952812,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,clean_electric_guitar,0.180516332158948,-38.6887001991272,-57.45246048597038,-18.76376028684318,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,grand_piano,2.68097758332806,-33.95174026489258,-37.12878271037895,-3.1770424454863715,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,background_vocals,2.1207617195080584,-35.01526355743408,-40.31407665774184,-5.298813100307754,ev-d-pre,inference-d,N,N,N,diff.
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,fx,-13.779503499353623,-46.38164043426514,-32.715092255430235,13.6665481788349,ev-d-pre,inference-d,N,N,N,diff.
11845abc-8ca3-4fb2-bd84-521aeeff56f4,drums,11.759990674751688,-23.88545036315918,-24.19038568024831,-0.3049353170891287,ev-d-pre,inference-d,N,N,N,diff.
11845abc-8ca3-4fb2-bd84-521aeeff56f4,acoustic_guitar,1.4344454639237447,-28.54820728302002,-29.26166669156363,-0.7134594085436099,ev-d-pre,inference-d,N,N,N,diff.
11845abc-8ca3-4fb2-bd84-521aeeff56f4,lead_male_singer,11.854679277971783,-28.240623474121094,-28.351168905144277,-0.1105454310231799,ev-d-pre,inference-d,N,N,N,diff.
11845abc-8ca3-4fb2-bd84-521aeeff56f4,organ_electric_organ,0.9364650174198172,-31.316580772399902,-40.27076299313989,-8.954182220739987,ev-d-pre,inference-d,N,N,N,diff.
48c78ca6-18e9-42f2-9f05-fdbee90a7786,drums,11.18291240787741,-27.277982234954838,-27.49567795877478,-0.217695723819947,ev-d-pre,inference-d,N,N,N,diff.
48c78ca6-18e9-42f2-9f05-fdbee90a7786,acoustic_guitar,2.247695499342512,-35.04824161529541,-40.64577772572524,-5.597536110429829,ev-d-pre,inference-d,N,N,N,diff.
48c78ca6-18e9-42f2-9f05-fdbee90a7786,lead_male_singer,11.170005561017602,-34.17236328125,-34.473902354360106,-0.3015390731101064,ev-d-pre,inference-d,N,N,N,diff.
88b545e5-4d06-4d55-a306-1bd3a2915ee5,distorted_electric_guitar,7.673296757713583,-39.39832448959351,-40.20111383445541,-0.8027893448619068,ev-d-pre,inference-d,N,N,N,diff.
88b545e5-4d06-4d55-a306-1bd3a2915ee5,bass_guitar,9.32940498385154,-30.085060596466064,-30.48290602455665,-0.3978454280905907,ev-d-pre,inference-d,N,N,N,diff.
88b545e5-4d06-4d55-a306-1bd3a2915ee5,drums,9.339234298525197,-30.298213958740234,-30.54752347093244,-0.2493095121922053,ev-d-pre,inference-d,N,N,N,diff.
88b545e5-4d06-4d55-a306-1bd3a2915ee5,lead_male_singer,13.369044174651796,-29.529740810394287,-29.745420929163203,-0.2156801187689154,ev-d-pre,inference-d,N,N,N,diff.
c6d73235-1dd5-4085-a3b3-50a3466c6168,lead_female_singer,5.180250766244461,-32.800819873809814,-32.480205237795154,0.3206146360146604,ev-d-pre,inference-d,N,N,N,diff.
c6d73235-1dd5-4085-a3b3-50a3466c6168,reeds,0.6769633747823927,-33.62595558166504,-48.53818199975513,-14.912226418090093,ev-d-pre,inference-d,N,N,N,diff.
c6d73235-1dd5-4085-a3b3-50a3466c6168,bass_guitar,7.720251495286861,-33.03272008895874,-33.07358126935814,-0.0408611803993963,ev-d-pre,inference-d,N,N,N,diff.
c6d73235-1dd5-4085-a3b3-50a3466c6168,drums,10.324625228768646,-30.92282772064209,-31.42023751861312,-0.4974097979710308,ev-d-pre,inference-d,N,N,N,diff.
c6d73235-1dd5-4085-a3b3-50a3466c6168,clean_electric_guitar,0.5816453832115847,-33.13729763031006,-45.06028782748199,-11.922990197171934,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,distorted_electric_guitar,1.5277382653171645,-33.00652503967285,-32.97457206268546,0.0319529769873909,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,lead_female_singer,6.3566826694853615,-32.47007369995117,-34.086930375179705,-1.616856675228533,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,electric_piano,-1.8122227456751585,-38.305678367614746,-37.70340299071671,0.6022753768980351,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,bass_guitar,6.138598552448171,-26.12365245819092,-25.40981008334579,0.7138423748451288,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,drums,4.996710248486184,-33.82829666137695,-35.78780949091006,-1.959512829533104,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,bass_synthesizer,-0.1532394513145145,-31.50774478912353,-39.54232594432252,-8.034581155198985,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,string_section,-0.2453431431428565,-39.48228359222412,-45.46712334548856,-5.984839753264438,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,clean_electric_guitar,-1.6101984770719011,-37.44606256484985,-35.87874319811779,1.5673193667320646,ev-d-pre,inference-d,N,N,N,diff.
93dda0e8-dd76-49e4-b08f-54a82387cdf6,organ_electric_organ,-4.131809717768934,-46.839537620544434,-43.70693816600926,3.1325994545351747,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,distorted_electric_guitar,3.323300597438296,-32.73964881896973,-35.66541933183832,-2.925770512868596,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,bass_guitar,-7.586063730640341,-36.247193813323975,-28.22412808099076,8.023065732333215,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,drums,7.300145773821438,-31.2623929977417,-31.605990541087184,-0.343597543345485,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,bass_synthesizer,7.42006019890688,-28.26331377029419,-28.91084267025052,-0.6475288999563311,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,lead_male_singer,7.977104306948703,-31.601402759552,-32.67544696786477,-1.0740442083127704,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,background_vocals,3.6160846969533327,-37.63864994049072,-40.66489005463688,-3.0262401141461552,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,synth_lead,0.0002364988411432,-41.3210391998291,-91.61712840007404,-50.296089200244936,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,fx,7.543301549842486e-05,-43.56041431427002,-102.74640138609784,-59.185987071827824,ev-d-pre,inference-d,N,N,N,diff.
4999a0bf-a753-4e0e-85b1-690259dabf96,synth_pad,0.0407947056540073,-38.904337882995605,-63.23220192955027,-24.327864046554662,ev-d-pre,inference-d,N,N,N,diff.
35983cdd-3903-46cb-b184-f96274ced57b,distorted_electric_guitar,1.821804820768906,-33.20057392120361,-38.70586601429496,-5.505292093091342,ev-d-pre,inference-d,N,N,N,diff.
35983cdd-3903-46cb-b184-f96274ced57b,bass_guitar,14.426219348115607,-28.513245582580566,-28.64582554209278,-0.1325799595122134,ev-d-pre,inference-d,N,N,N,diff.
