song,stem,snr,variant,inference_mode
704f1de9-1d02-4c2b-af05-107a7700a51d,vocals,7.440387252087811,vdbgp-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,lead_vocals,7.361787334292128,vdbgp-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,drums,12.501521036225611,vdbgp-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,bass,9.033754320852058,vdbgp-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,guitar,1.7174763413335086,vdbgp-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,vocals,13.685509105665684,vdbgp-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,lead_vocals,13.685509105665684,vdbgp-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,drums,12.212054412579512,vdbgp-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,bass,18.029529845211073,vdbgp-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,guitar,10.401131037807499,vdbgp-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,vocals,8.175521415000425,vdbgp-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,lead_vocals,8.175521415000425,vdbgp-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,drums,4.247606919562474,vdbgp-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,guitar,3.8243676556622628,vdbgp-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,piano,-0.2315053309825574,vdbgp-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,vocals,6.674509883092377,vdbgp-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,lead_vocals,4.652443206793277,vdbgp-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,drums,5.995498173904218,vdbgp-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,bass,14.49955453600417,vdbgp-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,guitar,3.663733291552458,vdbgp-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,piano,0.5742637692648638,vdbgp-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,vocals,10.47242172445699,vdbgp-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,lead_vocals,10.47242172445699,vdbgp-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,drums,9.12118926764081,vdbgp-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,bass,14.964769923044496,vdbgp-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,guitar,2.0896359382609493,vdbgp-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,vocals,14.510362114715218,vdbgp-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,lead_vocals,14.510362114715218,vdbgp-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,drums,8.17705644387333,vdbgp-d-pre,inference-d
