song,stem,snr,variant,inference_mode
704f1de9-1d02-4c2b-af05-107a7700a51d,bass_guitar,8.722601289781865,ev-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,drums,11.773504822344831,ev-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,acoustic_guitar,1.4814132517329637,ev-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,lead_male_singer,7.242386536893733,ev-d-pre,inference-d
704f1de9-1d02-4c2b-af05-107a7700a51d,background_vocals,2.0273359886126894,ev-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,lead_female_singer,13.111770606060576,ev-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,bass_guitar,18.078471789468868,ev-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,drums,12.37511152490276,ev-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,acoustic_guitar,10.465994217504091,ev-d-pre,inference-d
8a6c9c1f-4865-404f-a805-1949de36a33c,synth_pad,1.224636609108105,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,distorted_electric_guitar,-3.7720097098303818,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,drums,5.7610323053252195,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,acoustic_guitar,4.827119675587944,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,lead_male_singer,8.34832257040661,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,grand_piano,-0.4549561947751282,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,synth_lead,1.2599679252920912,ev-d-pre,inference-d
0358fd1e-244a-4422-9a42-29b5d68f6e4b,pitched_percussion,-0.10657351047624836,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,distorted_electric_guitar,0.6955066447841376,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,electric_piano,0.5779059422598506,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,bass_guitar,14.29597768353213,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,drums,5.896534548211592,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,string_section,-0.0954259125730608,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,acoustic_guitar,2.0018021872347234,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,lead_male_singer,4.66675399953339,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,clean_electric_guitar,0.0990196917011872,ev-d-pre,inference-d
1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,background_vocals,0.4202719809497066,ev-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,lead_female_singer,10.511841983980922,ev-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,reeds,1.0526444588616835,ev-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,bass_guitar,14.924315603789655,ev-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,drums,9.106209552648517,ev-d-pre,inference-d
78ef22ce-472f-4f82-8656-16df73b9465f,clean_electric_guitar,2.0189786916068844,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,bass_guitar,10.51422689804868,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,drums,8.141713907420847,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,acoustic_guitar,0.7582651256187325,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,lead_male_singer,14.347046118300682,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,grand_piano,3.0030975483624394,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,organ_electric_organ,-0.3080672188189748,ev-d-pre,inference-d
491c1ff5-1e7b-4046-8029-a82d4a8aefb4,pitched_percussion,-3.238736949263778,ev-d-pre,inference-d
f0c565c5-fc73-4da1-b979-0fac0167f671,lead_female_singer,15.156288257417746,ev-d-pre,inference-d
f0c565c5-fc73-4da1-b979-0fac0167f671,bass_guitar,15.800119522896859,ev-d-pre,inference-d
f0c565c5-fc73-4da1-b979-0fac0167f671,drums,13.212254972206665,ev-d-pre,inference-d
f0c565c5-fc73-4da1-b979-0fac0167f671,acoustic_guitar,9.38643162961739,ev-d-pre,inference-d
6de41c50-0c49-4528-b60b-75c45d3630f4,distorted_electric_guitar,5.682475009775855,ev-d-pre,inference-d
6de41c50-0c49-4528-b60b-75c45d3630f4,bass_guitar,8.582946031242729,ev-d-pre,inference-d
6de41c50-0c49-4528-b60b-75c45d3630f4,drums,6.579772961776281,ev-d-pre,inference-d
6de41c50-0c49-4528-b60b-75c45d3630f4,lead_male_singer,8.577289699003014,ev-d-pre,inference-d
25789239-1075-43b9-bfc9-51dff4a29590,distorted_electric_guitar,2.9711682035240425,ev-d-pre,inference-d
25789239-1075-43b9-bfc9-51dff4a29590,bass_guitar,5.521623076905406,ev-d-pre,inference-d
25789239-1075-43b9-bfc9-51dff4a29590,drums,7.621557729750314,ev-d-pre,inference-d
25789239-1075-43b9-bfc9-51dff4a29590,lead_male_singer,5.620628815645996,ev-d-pre,inference-d
25789239-1075-43b9-bfc9-51dff4a29590,background_vocals,-3.6246830571730837,ev-d-pre,inference-d
25789239-1075-43b9-bfc9-51dff4a29590,organ_electric_organ,1.0443123898601288,ev-d-pre,inference-d
dc61c44e-a771-47a9-8934-a0eb8f3e08ac,distorted_electric_guitar,1.874804167302485,ev-d-pre,inference-d
